Date(UTC),Price,ERC-20 Unique Address Total Count,ERC-20 Unique Address Receive Count,ERC-20 Unique Address Sent Count,Average Txn Fee (USD),Unique Address Total Count,Unique Address Receive Count,Unique Address Sent Count,Price (Wei),Gas Used,Hash Rate,Total Address,Transaction Count,Uncle Count,VelCur1yr,TxCnt,TxTfrCnt,TxTfrValMeanNtv,SplyAct1d,SplyAct7d,SplyAct30d,NVTAdj,NVTAdjFF,CapMVRVCur,CapMVRVFF
09/20/2016,14.72,837,253,681,0.01,24175,13687,21556,22114596899,1480764928,5747.8625,607992,54067,476,7.733455497,54067,62602,97.22516098,11927399.81,22989799.76,31784620.41,24.47252214,23.76559171,1.58188417,1.53618876
09/21/2016,13.72,1133,242,989,0.01,20489,12322,17466,21875371150,1395904968,5918.6443,610986,44549,500,7.799734089,44549,51157,117.7494103,11999446.46,23360583.88,32262558.75,25.00417298,24.28216012,1.47419981,1.43163126
09/22/2016,13.11,249,154,161,0.02,17296,8355,16011,21998293790,2410972590,5443.359,612765,52657,848,7.831641952,52657,44690,68.59993407,12099660.22,23277394.57,32003359.59,46.89433535,45.54073692,1.40669176,1.3660878
09/23/2016,13.36,159,87,107,0.02,17914,8833,16541,36520780497,1357490092,5966.6603,614329,35219,868,7.860266357,35219,40804,73.23841561,19344206.73,23093250.93,31415524.86,42.04544416,40.83230194,1.4416445,1.40004856
09/24/2016,12.91,208,125,129,0.02,18318,9221,16696,33231902597,2289308086,5995.2836,615966,43418,1103,7.872429657,43418,45661,42.70530904,19959683.76,22102088.17,31434252.32,62.9423255,61.12696095,1.39926668,1.35890943
09/25/2016,13.05,278,177,183,0.02,17661,8998,16277,38650733832,1747816446,6227.8531,618102,38713,863,7.918383974,38713,45188,97.37379825,13461598.05,22818654.22,31699634.25,30.23082272,29.35926956,1.40945375,1.36881926
09/26/2016,12.89,198,111,128,0.03,17635,8939,16104,43188170153,2542248908,5867.8083,619850,43514,877,7.927550655,43514,46161,30.57184001,4718677.255,23074888.64,30752874.2,86.06006709,83.57990428,1.38573874,1.34580317
09/27/2016,13.09,240,163,142,0.03,17159,9146,15862,35880566234,2632786474,6199.3892,621612,46817,1436,7.937186427,46817,46049,39.34669939,5713965.182,24286795.63,31074328.44,73.71021118,71.58684663,1.4020752,1.36168573
09/28/2016,13.3,247,130,178,0.02,18571,9047,17177,31053957466,2175515747,6242.7931,623520,42797,522,7.980346824,42797,45191,95.29598141,6551064.39,24880016.82,31836700.66,34.1038837,33.12183268,1.40005345,1.35973769
09/29/2016,13.17,244,155,147,0.01,17897,10178,16108,30521640536,1396207408,6382.9672,626265,40416,462,8.007607896,40416,49323,63.17997053,7541511.695,25084653.73,32127745.02,39.59428705,38.45457125,1.37875637,1.33906907
09/30/2016,13.24,223,121,146,0.01,17202,10391,15146,29817386069,1272668731,6211.6467,628757,35836,433,8.014890092,35836,42939,33.7215267,15108237.2,25816623.91,32251617.75,87.70371593,85.18012196,1.38414255,1.34431511
10/01/2016,13.21,190,119,103,0.02,19366,8676,18134,27851144123,3985836244,6435.5312,630756,53076,1507,8.023942569,53076,47263,25.19202083,14202796.05,19299898.42,32821736.03,89.48573462,86.91191488,1.37912542,1.33945853
10/02/2016,13.23,346,215,212,0.02,20007,10504,17946,29274270351,3743242598,6609.1126,633321,51105,1445,8.055660755,51105,52001,59.46624913,13232654.32,25898702.36,33284102.87,30.24142007,29.37197353,1.38227991,1.3425391
10/03/2016,13.45,416,264,297,0.02,18293,9178,17056,28921116127,2717406813,6480.4953,635918,47672,661,8.057612451,47672,47769,18.01984671,13287565.59,25639130.88,32832680.53,143.661238,139.5325751,1.40210881,1.36181378
10/04/2016,13.32,3591,3494,1253,0.02,15589,7145,13943,25719466740,3246134901,6618.6976,660086,56662,533,8.064463065,56662,54022,18.54876893,11339772.45,25569927.75,32753214.8,124.8739895,121.2866102,1.3833614,1.3436202
10/05/2016,13.09,1159,767,890,0.02,16327,7168,14950,25204877308,2866971417,6594.0094,662562,41719,1234,8.070898936,41719,35718,36.91108594,11829625.8,25864746.37,32912388.61,88.48007154,85.93920966,1.35803587,1.31903746
10/06/2016,12.87,861,609,576,0.02,16706,8004,14257,23383154022,2310816610,6644.5921,665271,36826,896,8.079144824,36826,36517,34.87658916,5051551.991,25260009.4,33005554.24,89.77238735,87.1954133,1.33754572,1.29915061
10/07/2016,12.68,705,397,526,0.02,19029,9406,17479,23148248452,2421130656,6417.1224,667639,43708,2044,8.086542101,43708,43493,28.41341389,12051900.84,23854006.56,32317726,92.65895548,90.00026855,1.32677321,1.28870377
10/08/2016,12.24,485,315,353,0.02,18762,9640,15763,23382156317,2565205408,6698.4587,670797,37690,1394,8.097638289,37690,41826,34.83300222,11674123.09,16333721.92,32308125.7,80.58533016,78.27405931,1.28211003,1.24533778
10/09/2016,12.06,494,366,275,0.02,19074,10654,17382,24293403159,2711943257,6812.7671,673589,43940,880,8.144730595,43940,50362,87.23356065,4319294.514,16500699.3,32049096.59,33.48480053,32.52480023,1.2667223,1.23040571
10/10/2016,11.74,583,415,337,0.01,20223,10621,18693,23808820587,2467479630,6857.1214,692580,44940,814,8.194448887,44940,66590,69.69492405,4427201.607,15558775.89,31716016.6,32.5961079,31.66195111,1.2366807,1.20123923
10/11/2016,11.75,457,334,285,0.01,17386,9349,15790,24289033632,1564187991,6937.1736,698427,41053,633,8.234634919,41053,43364,91.03960665,5204597.216,16279879.5,32097164.93,32.85515657,31.91393614,1.23497556,1.19959651
10/12/2016,11.77,347,220,223,0.02,11626,5413,10466,26037096488,1522678013,6700.3711,706700,30002,969,8.283291537,30002,26728,180.1514111,5688505.416,15849929.87,33425334.29,32.08225624,31.16353574,1.2411892,1.20564601
10/13/2016,12.02,153,109,90,0.04,9198,3686,8388,74508549155,1418138280,6965.8669,722341,32244,1208,8.285492316,32244,20541,71.54384654,4728003.61,15516384.93,33328463.76,88.20957637,85.68460682,1.25416414,1.21826411
10/14/2016,11.9,262,171,160,0.02,15842,8047,14294,47491822159,1486426699,7226.2037,734697,42006,708,8.328496063,42006,36664,128.9615284,3823258.252,14183362.84,34443126.08,32.47643926,31.54717215,1.2447116,1.20909595
10/15/2016,11.96,102,69,54,0.02,12335,6442,10794,67021626922,1040206098,7301.6059,738149,33662,582,8.338632534,33662,27461,54.26958372,3664236.297,6536696.467,34281327.13,87.73690194,85.22738644,1.24960496,1.21386284
10/16/2016,11.93,118,78,62,0.02,14401,7603,12886,64860315135,990865611,7491.1701,743253,34990,746,8.362741209,34990,38882,66.07266471,3608465.972,6251703.768,34242362.68,53.40375429,51.87685226,1.25002324,1.214283
10/17/2016,11.98,368,223,244,0.02,16767,8437,15216,62917625993,1078574284,7121.9336,747984,38136,718,8.393867034,38136,41408,74.87024028,3857969.791,6133760.548,34052603.99,47.66497949,46.30267718,1.25012532,1.21439577
10/18/2016,12.5,399,279,210,0.02,20528,11698,16867,56109104953,1704303900,7396.8799,752637,51898,758,8.441208869,51898,55182,87.41666995,4120305.576,5883925.238,34007053.42,31.27136045,30.37795053,1.30730549,1.26995631
10/19/2016,11.98,1635,1515,208,0.03,14107,6927,12743,26727015004,4085729321,7431.3973,754184,38497,1178,8.44195694,38497,32113,26.31696648,4526547.059,6067294.901,34085061.03,133.5406334,129.7269175,1.25238111,1.21661502
10/20/2016,12.05,391,270,220,0.02,20555,11255,17457,28388678071,2271887910,7670.915,755773,43438,842,8.441912474,43438,47379,20.78833799,4295017.72,5684291.677,34020216.25,118.8880021,115.4941196,1.25938079,1.22342939
10/21/2016,12.07,2783,324,2615,0.01,22990,12002,21892,27327186756,1538319822,7757.4499,757282,57780,464,8.442254024,57780,65218,14.1095712,3753770.612,5828188.203,33761463.07,122.9162727,119.4087186,1.26124104,1.22525011
10/22/2016,12.06,312,227,184,0.01,18589,10044,15606,25568419660,1087705458,7767.7022,759020,37772,425,8.438262252,37772,45290,15.48706223,4148026.102,6359591.161,34076699.52,177.8053238,172.7333361,1.25695605,1.22110074
10/23/2016,11.95,288,200,162,0.01,17439,9598,14815,27189463354,1003447161,7558.2757,760374,35364,388,8.440731864,35364,43178,13.31429548,3904911.761,6273424.262,34028301.56,193.1282855,187.6212267,1.24785332,1.21227075
10/24/2016,11.93,1896,1770,212,0.01,18484,8964,17342,26738598194,1752086955,7712.7627,762017,52547,488,8.444712425,52547,46984,18.56538826,3520602.758,6327551.269,33820336.4,136.2030705,132.3206957,1.2447803,1.20929869
10/25/2016,11.38,1341,966,928,0.01,18401,9037,16948,25467763116,1595508580,7817.4541,765118,47610,425,8.450801277,47610,45313,33.15888922,11104037.13,13729725.04,33892526.06,85.86449768,83.41789746,1.19909151,1.16492491
10/26/2016,11.5,946,628,642,0.01,18399,9163,17058,24766803093,1320784021,7897.5795,767113,45158,416,8.440037221,45158,46149,27.02401122,11609384.91,13693855.92,33786127.1,96.47521683,93.72730667,1.21459513,1.17999974
10/27/2016,11.43,727,417,536,0.01,18313,9360,16774,25335805631,1288784933,7754.9282,768983,44353,384,8.43957198,44353,45992,26.14630738,4638593.581,13460820.74,33781069.25,110.0551281,106.9215747,1.21287765,1.1783439
10/28/2016,11.08,738,343,554,0.01,18206,9551,16629,26393346615,1281666893,7447.6341,771307,41522,382,8.447691571,41522,45815,38.91195573,4195533.286,13367579.95,33809614.44,62.06713253,60.30056407,1.17555376,1.14209489
10/29/2016,10.39,484,286,347,0.01,16901,8789,15450,26931401011,1103589525,5933.8419,773134,40011,361,8.459025611,40011,43422,55.92732417,4401267.448,13507820.32,33216117.12,52.41663857,50.9252618,1.10381714,1.07241094
10/30/2016,11.22,559,259,430,0.01,15098,8222,13532,25710654068,1149072616,5768.4023,774956,39435,467,8.489879858,39435,40222,79.17683968,11806391.7,20376680.85,28844428.35,37.91267236,36.8343709,1.21118769,1.17673944
10/31/2016,10.91,442,256,299,0.01,19726,10638,18110,24958279875,1338772706,6170.1936,776809,45031,436,8.501706192,45031,49938,28.61319101,12064012.19,20792556.01,28897509.41,78.33157847,76.10452814,1.18520079,1.15150427
11/01/2016,10.75,656,390,413,0.01,20015,11620,15785,27306724366,1473547479,5264.4502,779107,49025,362,8.551191523,49025,47198,102.6895645,4288227.365,21083081.65,29163262.63,31.25713553,30.36877808,1.16660267,1.13344671
11/02/2016,10.82,567,336,338,0.01,20913,8578,19083,24483859111,1195992854,4743.8178,784101,43519,381,8.634810735,43519,45674,175.535188,4793552.875,14938768.19,28574502.47,20.46428615,19.88288336,1.1690831,1.13586874
11/03/2016,10.86,448,281,284,0.01,19179,9927,16220,24961749448,1175802179,4528.1677,786089,42346,410,8.846515464,42346,45564,421.4245322,4853875.842,14866261.81,28571347.81,8.75457663,8.50594448,1.17235566,1.13906047
11/04/2016,11.13,319,216,188,0.01,13170,6858,11729,23953353775,909734105,4164.5726,787718,32572,391,8.859041466,32572,35817,47.89222695,4889398.576,14953037.38,27798172.89,80.37564157,78.09377762,1.20191474,1.16779239
11/05/2016,11.11,335,222,200,0.01,16309,8247,15108,24196990421,1010144475,3926.9146,789257,37690,405,8.8518791,37690,41204,26.45725437,4355149.55,15176095.32,28189098.05,110.6349497,107.4951762,1.201394,1.16729894
11/06/2016,10.97,299,204,187,0.01,14776,7169,13462,24064007293,961866815,3870.5255,790947,34391,421,8.842455046,34391,38298,18.07287276,4290934.19,15094107.98,27622946.89,198.014723,192.3972333,1.1861356,1.15248606
11/07/2016,10.9,331,223,200,0.01,17921,8895,16052,24556000429,1155660767,4601.8022,792758,41941,470,8.838074758,41941,46513,17.52689499,4199318.169,7522598.059,27538517.43,147.3994814,143.21952,1.17931621,1.1458731
11/08/2016,10.86,385,249,252,0.01,16645,8586,15284,24358801328,1287625339,5126.5784,794819,41569,426,8.82526958,41569,46843,18.15702515,4174428.748,7461601.512,27359929.01,148.8437486,144.6244215,1.17352113,1.14025491
11/09/2016,10.64,427,313,243,0.01,17126,8954,15642,25674126403,1396745204,5000.396,797293,40517,383,8.85167335,40517,46218,74.22060645,4118425.885,7381759.539,27404010.44,45.04583819,43.76936902,1.15304062,1.12036677
11/10/2016,10.52,340,258,189,0.01,15688,7455,14566,24703835063,1345345017,4596.517,799270,40164,385,8.862554954,40164,42111,35.97655365,4237111.738,7936514.184,27196431.79,92.18567846,89.574352,1.13933413,1.10706043
11/11/2016,10.29,931,822,278,0.01,17430,8728,15763,28889390493,1309985453,4470.7243,801510,41070,384,8.927318132,41070,43122,141.9187293,7162508.346,9858433.126,28713901.93,24.32287536,23.63413729,1.12280897,1.09101498
11/12/2016,9.96,451,264,293,0.01,16063,8326,14696,25243993965,1173857840,4555.873,803333,40882,424,8.937872045,40882,44115,37.59469865,6375455.434,9761484.009,28859609.22,81.18410193,78.88610945,1.08179005,1.05116897
11/13/2016,10.13,638,413,457,0.01,17387,9463,15302,25168748733,1300556775,4937.128,805729,43673,395,8.953666815,43673,46022,41.97378369,4200799,9307094.645,28790051.36,77.96562296,75.75956527,1.10718267,1.07585465
11/14/2016,10,645,478,382,0.01,15701,7635,14397,24969184273,1454676000,5122.3997,807584,43876,431,8.955727782,43876,43206,14.77134463,3828904.097,9330664.325,28795028.56,185.4906701,180.2441098,1.09702172,1.06599272
11/15/2016,10.22,488,361,316,0.01,16875,8371,15436,24586128040,1415927265,5155.4629,809701,45330,393,8.961657305,45330,45844,27.00692875,3838041.071,9315560.978,29061753.44,95.24590751,92.55288408,1.12240225,1.09066697
11/16/2016,10.01,485,352,273,0.01,15618,7837,14310,24746018974,1307260877,5050.1138,811573,41684,377,8.951661334,41684,43804,30.44657233,5696372.469,9487892.794,29080196.32,95.65027605,92.94681217,1.1004251,1.06932263
11/17/2016,9.95,325,226,195,0.01,15677,7807,14265,24334480804,1193953855,4838.0854,813381,40738,415,8.991381951,40738,42211,101.1980436,5739174.432,9240568.712,28859687.7,32.57222506,31.65193175,1.09275226,1.06187771
11/18/2016,9.53,338,239,218,0.01,16189,8083,15041,24779293462,1340958763,5193.5489,815431,43785,465,9.000349456,43785,45374,29.6569234,4844431.954,8555310.884,28713243.72,89.27338094,86.75202705,1.04848239,1.01887003
11/19/2016,9.7,297,225,177,0.01,15538,7433,14551,24367796634,1103106990,5480.2832,817002,39289,431,9.008599447,39289,42373,28.22784631,3815052.82,7622770.921,28365825.82,107.7929453,104.7496851,1.06837705,1.03821413
11/20/2016,9.57,532,453,171,0.01,16204,7764,15127,24297865025,1263031869,5987.5706,818672,42125,425,9.013563279,42125,44738,19.09884201,4694319.885,7822544.913,28518354.07,153.7030286,149.3652483,1.0586793,1.02880143
11/21/2016,9.56,417,279,251,0.01,15918,7980,14711,24827550548,1349827967,6324.9229,820838,42735,398,9.016750803,42735,43769,18.6786502,4895729.547,8250757.164,28899007.09,141.3556351,137.3677935,1.05517831,1.02541024
11/22/2016,9.84,1551,1433,256,0.01,29347,21813,14878,23329377849,1568306298,5955.0846,822445,53585,424,9.057147074,53585,53326,83.59201643,5013894.336,8636005.059,28613451,34.59026763,33.61478033,1.09004016,1.05929971
11/23/2016,9.78,310,215,171,0.01,38706,30063,15427,24571404785,3254628695,5908.0341,824109,64289,916,9.078847379,64289,65822,38.90455322,5599829.718,8517744.006,28622509.01,72.01680811,69.98661525,1.08363233,1.05308415
11/24/2016,9.22,243,170,138,0.01,15831,5263,14973,27981297065,2211281024,5287.2911,825754,36861,793,9.085676549,36861,36146,29.70400807,5188522.488,8828700.837,28930854.5,108.6577965,105.5958246,1.02428709,0.99542272
11/25/2016,9.39,255,178,154,0.01,29251,22868,11719,24440853301,2334154461,5301.8374,846275,58075,831,9.089948654,58075,57312,28.72920917,3679017.736,8406481.198,22140852.85,82.23698846,79.92045133,1.04486502,1.01543218
11/26/2016,9.34,653,594,161,0.02,14433,5799,13327,24641800522,2821246160,5364.8074,849441,40804,778,9.081321647,40804,37383,22.1917566,4367123.718,8409060.695,21959845.32,127.0094099,123.433023,1.0348159,1.0056771
11/27/2016,8.91,265,171,169,0.02,15708,6104,14746,25256371561,4447039191,5348.1061,852266,44449,1107,9.085607044,44449,37833,21.14519943,4371037.362,8240257.25,21934768.69,155.7157445,151.3327429,0.99242615,0.96449188
11/28/2016,8.67,457,347,211,0.02,16449,7463,14883,25726139305,4699460436,5544.287,853978,48388,1039,9.090468313,48388,40926,22.45359338,4111637.46,7823603.305,21810988.29,120.3705231,116.9837302,0.96813845,0.94089852
11/29/2016,8.18,797,692,234,0.02,15074,6915,13881,25163119754,3918288751,5456.127,855743,47036,843,9.103572158,47036,39820,41.90350875,4718610.543,7798730.674,21831388.01,78.03434176,75.83957401,0.91354977,0.88785557
11/30/2016,8.59,401,283,248,0.01,16228,7147,15140,23375317675,1448305639,5209.9548,857601,39178,436,9.114273191,39178,37324,39.02461826,4187769.076,6963747.738,14335281.05,86.30628516,83.87975721,0.9601684,0.93317297
12/01/2016,8.44,395,287,230,0.01,14722,6727,13722,22785340768,1179561410,5268.3704,859257,37121,417,9.120736224,37121,36941,30.94779544,4562359.888,6813146.106,14190771.01,99.23499241,96.44599372,0.94496302,0.91840484
12/02/2016,7.65,1038,909,266,0.01,16563,7390,15439,23095222285,1219699612,5341.6121,862502,41642,401,9.158073518,41642,41162,90.98191314,4704904.944,6417098.319,14227878.82,41.50226494,40.33627264,0.86097289,0.83678414
12/03/2016,7.9,315,229,188,0,16480,9250,14046,22832490174,1114755125,5614.5189,868899,41357,373,9.215301742,41357,41614,130.1650642,12769812.35,14742294.4,21774899.78,29.48252113,28.65452679,0.91748554,0.89171866
12/04/2016,7.54,310,234,163,0,16951,9378,12992,22644586389,1131598024,5551.9253,874459,39643,356,9.231878854,39643,44282,42.14776618,12164071.46,14683755.04,21924817.66,77.06034707,74.89694438,0.87109415,0.84663894
12/05/2016,6.69,495,341,317,0.01,15889,7684,14357,23613848731,1245472147,5409.3217,881172,41613,346,9.273823715,41613,42576,97.75234046,4315305.925,14699427.54,21919485.65,39.53934806,38.42971515,0.7892518,0.76710222
12/06/2016,7.61,520,413,345,0.01,18103,9746,15861,23636815655,1416816699,5367.7479,883754,48200,424,9.351469206,48200,46930,159.3713258,12447425.02,14980480.29,21594975.38,19.57524897,19.02609156,0.90980056,0.88427732
12/07/2016,8.35,1773,1687,245,0.01,14962,6604,14120,23374892164,1404643653,5496.8057,885642,41757,376,9.379573923,41757,39666,74.13766034,11844623.01,15004728.84,21506882.85,47.18689162,45.86361067,0.96911038,0.94193323
12/08/2016,8.3,435,309,252,0.17,15100,6817,14277,939588332579,1238511280,5783.3873,887335,39587,418,9.407352598,39587,40703,73.10391972,11524170.77,15260121.3,21712394.84,46.09404579,44.80189025,0.96135161,0.93440201
12/09/2016,8.52,388,298,233,0.01,16049,8540,13974,22949471336,1332538357,5914.8346,889144,41444,396,9.434400271,41444,42933,66.73965369,11533252.93,15145342.96,21788620.99,52.71659103,51.23932476,0.98756528,0.95989094
12/10/2016,8.09,934,863,216,0.01,14657,7015,13880,22755035263,1210059849,6040.1544,892527,40564,369,9.444472197,40564,42648,34.98941018,4500048.271,14892612.56,21859044.7,109.9918313,106.9106775,0.94650017,0.91998627
12/11/2016,8.2,352,278,184,0.01,15179,7686,13690,23102362744,1630402551,6204.02,895206,39164,365,9.457461802,39164,40401,47.47725993,4309111.065,14122687.76,21131749.88,99.54580561,96.75829241,0.95822121,0.9313888
12/12/2016,8.45,420,299,253,0.01,15807,7752,14807,23597952573,1262373967,5975.0517,896938,38741,384,9.464611783,38741,41203,30.11895452,4500174.711,14065524.89,20276433.59,115.8586707,112.6155301,0.9899655,0.96225418
12/13/2016,8.4,724,618,259,0.01,14433,7100,13654,22648901910,1328681874,6168.728,898535,44664,412,9.467435064,44664,41456,28.07013669,5332731.618,14681528.67,21046187.07,114.326369,111.1272925,0.98115873,0.95370398
12/14/2016,8.23,1531,1432,292,0.01,16376,8898,13995,22618352558,1460654618,6132.4685,901773,47294,407,9.470255741,47294,41568,26.13571298,5190146.848,14168723.44,21037471.22,135.6180085,131.8245405,0.96213726,0.93522463
12/15/2016,7.76,880,789,212,0.01,17355,9998,14090,23094151934,1390060373,6097.3583,905539,46102,382,9.476013293,46102,41657,54.16994032,5031502.714,14256692.77,20985861.73,70.37152162,68.4038197,0.91351739,0.88797396
12/16/2016,7.85,354,257,214,0.01,16139,7796,14878,22992393242,1291609871,6290.8766,907424,43953,385,9.485657474,43953,42098,37.515775,5133148.846,7217056.599,20870285.69,100.4649873,97.65684878,0.92013666,0.89441754
12/17/2016,7.66,313,220,193,0.01,14798,7685,13423,23595023607,1235492184,6370.3847,910520,39442,395,9.517961413,39442,39444,85.21619767,6063862.395,8101156.973,21662789.54,45.4487638,44.17887316,0.91921881,0.89353478
12/18/2016,7.89,406,280,242,0.01,13465,7441,12199,23992718388,1106211073,6594.1816,912585,36640,396,9.537365811,36640,37437,59.31776823,5057588.366,7952622.855,21343691.29,83.5162204,81.18353613,0.93210238,0.90606791
12/19/2016,7.61,1303,1054,537,0.01,16637,8044,15568,23123514564,1495809320,6588.4056,914696,45599,371,9.549102657,45599,44354,34.44664986,5142310.538,8396013.739,21903664.41,87.17328621,84.73933775,0.90094953,0.87579429
12/20/2016,7.59,636,430,431,0.01,16566,8535,15678,24119840003,1527558481,6748.3212,917034,44241,373,9.55986146,44241,42583,34.65167515,4833875.515,8307121.898,21820078.28,111.2455201,108.1405846,0.90275535,0.87755886
12/21/2016,7.87,1826,1692,387,0.01,15834,8839,14692,23592292635,1796300581,6696.8063,918936,50793,351,9.58247519,50793,43883,57.20709756,5300180.03,8976723.866,21684058.36,57.57111472,55.96484962,0.93367416,0.90762415
12/22/2016,7.64,1551,1361,482,0.01,22942,8766,21219,20481256826,1695203949,6475.333,927709,55173,362,9.620125587,55173,50194,74.19949903,5802532.569,9358304.454,21509306.81,44.60451542,43.36046902,0.89926144,0.87418051
12/23/2016,7.16,1119,970,329,0,17169,7693,16151,21893017280,1339317925,6022.6423,931859,44391,379,9.706394905,44391,43204,183.9770562,6502325.289,10282638.84,22437284.85,17.18591014,16.70675593,0.85815166,0.83422585
12/24/2016,7.23,421,326,211,0,15112,7159,14272,22905581735,1110435549,5671.6635,933627,37757,364,9.729196033,37757,39043,60.48665844,5978538.286,9402018.079,22384449.19,76.85171185,74.7098062,0.86712761,0.84296021
12/25/2016,7.19,425,289,249,0,13705,6388,13110,22736759512,1044011922,5939.9539,934939,36601,390,9.736554679,36601,37523,29.29862127,4727125.235,8433017.957,22252446,112.0070048,108.8864439,0.86172008,0.83771221
12/26/2016,7.21,473,320,282,0,13757,6498,12986,22814139095,1001482192,6147.6001,936356,34565,370,9.742366242,34565,36369,24.62627436,5091133.179,8482324.193,22349012.45,150.8605433,146.6590305,0.86689544,0.84275214
12/27/2016,7.15,1659,1517,351,0.01,14343,7156,13406,23152519818,1432239709,5943.6228,938065,42370,346,9.753127502,42370,40134,42.57594406,5390434.671,8217351.646,22304268.73,82.94053468,80.63144088,0.85789039,0.83400642
12/28/2016,7.57,974,772,410,0.01,15071,7699,13942,22822250696,1356040583,5906.9011,940084,43386,365,9.783247948,43386,40160,80.32609003,5655309.19,8454461.718,22367708.58,49.81448304,48.42813144,0.91186237,0.88648497
12/29/2016,8.21,975,840,285,0.01,15052,8536,13920,23046273651,1632342826,5885.5378,942696,46546,396,9.836016384,46546,42848,119.9251688,5804666.678,7996389.395,22171262.55,31.00479473,30.14223639,0.98861146,0.96110813
12/30/2016,8.16,1412,1099,464,0.01,15526,7878,14006,22836679784,1553149651,5892.7281,945119,44561,382,9.867390746,44561,40224,85.63571313,4691661.642,7343937.38,21757463.34,42.07268067,40.9026361,0.97695096,0.94978188
12/31/2016,8.05,467,311,302,0.01,15516,8545,14339,22450276633,1267201745,5957.5536,948080,41220,356,9.933684919,41220,40620,158.8238678,4437437.686,6575354.118,21710730.1,38.46385202,37.39455119,0.96602604,0.93917037
01/01/2017,8.14,373,274,203,0.01,13792,6511,13050,22502464773,1122085141,5962.5576,949686,38730,337,9.95210171,38730,39166,55.84251284,11603802.56,13778951.29,21213926.17,68.13621743,66.24270775,0.97391776,0.94685253
01/02/2017,8.34,496,352,288,0.01,15041,7688,14029,22989772352,1200378294,5979.936,951934,39652,353,9.977937392,39652,39425,74.73343591,11385753.63,13806837.84,21166204.21,63.32439518,61.56524022,0.99632089,0.96864304
01/03/2017,9.6,1906,1795,324,0.01,14621,8512,13429,23220439902,1725017707,5984.9265,954595,45883,385,10.03475139,45883,41392,131.507912,4219158.761,13876650.69,20680673.05,37.61746883,36.57282989,1.14563138,1.11381714
01/04/2017,10.88,1086,888,399,0.01,17700,10889,16189,23038159919,1722856381,6603.4409,958122,50673,393,10.11789782,50673,48988,176.3960994,5412933.673,14515382.25,21244880.98,21.25563871,20.66558491,1.29313453,1.25723728
01/05/2017,10.2,1572,1455,290,0.01,18570,10244,17153,22939235415,1531231916,6748.8433,961441,49596,381,10.20877571,49596,48231,182.9283333,5648130.402,14554205.88,21148813.09,21.72569094,21.12280755,1.19730663,1.16408162
01/06/2017,10.07,1141,967,356,0.01,16841,10350,15256,23009819425,1346979886,6783.5835,964753,43804,373,10.29166732,43804,44253,179.6503413,5095143.682,14562728.89,21203672.02,25.24610903,24.54578542,1.183551,1.15071945
01/07/2017,9.79,904,814,244,0.01,16371,8745,15148,22843513981,1339394826,7025.7055,967383,43622,388,10.34007491,43622,44735,106.6911593,12021219.39,14710991.83,21371733.77,39.4413634,38.34766335,1.14188793,1.11022364
01/08/2017,10.27,993,892,236,0.01,15463,7912,14525,22998988736,1452349378,7052.8143,969583,42727,372,10.36311892,42727,42431,61.52261629,11191625.79,14648773.02,20977951.97,69.50037792,67.57384438,1.19809376,1.16488289
01/09/2017,10.2,1072,972,280,0.01,17027,10006,15169,23091635207,1557850735,7281.103,972005,46188,378,10.41351876,46188,45921,106.5488805,11052300.6,14586708.98,20571923.08,32.87689374,31.96588401,1.18148158,1.14874304
01/10/2017,10.55,1704,1594,275,0.01,16047,8381,14988,22532703925,1666781505,7283.0151,974323,48179,344,10.45780664,48179,44212,106.7370093,11349569.41,14561327.55,20596345.87,43.00138504,41.81025399,1.20980089,1.17628962
01/11/2017,9.83,829,711,245,0.01,16126,9143,15081,22676639926,1526928420,7356.4905,976598,45221,367,10.49669823,45221,45003,105.2558992,4310842.308,14341610.05,20517565.53,40.94852386,39.8146639,1.13812353,1.10660902
01/12/2017,9.81,1281,1130,317,0.01,17455,9360,15555,23040753981,1613483109,7432.253,980228,50589,367,10.54265434,50589,46406,103.4719471,10748768.86,13473262.02,20688872.15,45.03408135,43.78754074,1.12206561,1.0910069
01/13/2017,9.78,1394,1276,323,0.01,16637,8588,14856,22119879499,1614122156,7568.8324,983851,50833,346,10.56615507,50833,44848,60.93681388,10713019.22,13135585.84,20609939.11,74.16090907,72.10888089,1.12634919,1.09518317
01/14/2017,9.78,782,689,250,0.01,15774,7887,14415,22409886093,1276527305,7587.9426,987294,42044,328,10.56322094,42044,41696,24.61614267,10806619.16,12755500.16,20633986.42,142.815835,138.865544,1.12183707,1.09080702
01/15/2017,9.88,760,666,238,0.01,15988,7294,15071,22419878847,1333535915,7741.9086,989724,41748,369,10.55880758,41748,40490,12.84818276,4020212.701,12719488.41,20607300.81,244.7507994,237.9834243,1.13156195,1.10027419
01/16/2017,9.59,702,561,295,0.01,16692,9257,15563,22395773525,1447294287,7735.3142,992133,45375,366,10.55955118,45375,44780,17.3141775,4217384.7,13233356.28,20443425.85,155.2608263,150.9693938,1.10169099,1.07124008
01/17/2017,10.14,1705,1573,334,0.01,17452,8454,16300,22742343222,1742542655,7657.6882,994840,46671,371,10.5487452,46671,45000,42.27944316,5916281.542,14414189.31,20580456.42,73.60587611,71.5721222,1.16593611,1.13372092
