Price,ERC-20 Unique Address Total Count,ERC-20 Unique Address Receive Count,ERC-20 Unique Address Sent Count,Average Txn Fee (USD),Unique Address Total Count,Unique Address Receive Count,Unique Address Sent Count,Price (Wei),Gas Used,Hash Rate,Total Address,Transaction Count,Uncle Count
122.88,196754,169204,64272,0.13,249355,153228,182007,16292970940,38279118175,187566.5787,50928490,622580,727
117.48,149548,128926,48349,0.16,221155,139939,160805,20346219794,40567003945,190642.8421,50997261,555591,688
112.87,190402,165307,62979,0.17,236868,154881,167334,22652461526,41498304998,189699.1171,51066463,599039,711
118.5,150568,129324,46693,0.13,216397,133357,150229,17360683398,37855433451,194472.9925,51170245,525757,630
115.96,159834,135141,58667,0.12,208558,132122,140635,15744999974,36978836176,186119.0702,51266182,492410,569
108.23,183392,160558,56636,0.12,223148,143838,157446,17352151387,38468734821,185698.7963,51341410,548100,592
109.82,181522,159593,53241,0.12,217979,137585,155263,17192821913,38517989207,189779.3064,51408467,565202,608
101.57,194658,166148,64177,0.11,235788,156409,159728,17707618986,39852764865,185236.3756,51481451,595937,654
90.43,213209,186616,64439,0.08,232183,149322,163171,16361316325,38989485540,188467.1311,51568681,590923,608
93.61,161395,133606,64060,0.08,246293,166672,166579,16593133453,37593409260,180043.8657,51673057,572417,618
91.44,214896,163537,90419,0.06,259985,184804,157619,12334654966,36351324362,176367.3456,51790645,552651,576
94.42,236458,188820,82023,0.06,229165,153463,154398,11985499611,36042196703,174777.9395,51895391,507555,500
90.7,296651,254140,73592,0.07,254919,158795,175048,13943396527,36021573269,184534.788,51981661,555379,581
88.05,262080,225701,78678,0.06,221500,146046,152459,14800362183,35585775449,177759.9197,52076236,536006,550
90.52,253312,215719,96213,0.06,222636,151945,147198,14460515241,35633103181,172754.9686,52193947,533920,534
86.39,222441,192227,77878,0.07,224605,148425,152766,17612949432,36378262445,171179.1852,52290412,565689,568
83.9,208150,180272,73760,0.09,225717,148869,155025,29183615469,35301553719,167959.6613,52385920,567306,533
84.27,215901,178283,91663,0.05,232086,161896,150849,12752651260,36402769541,171971.1573,52554426,551916,571
85.39,235812,194222,133490,0.05,235005,161571,168400,11777989321,35819776292,169448.7942,52734916,516697,548
95.44,215103,180597,76138,0.07,236333,156778,163013,13823213704,36051418221,166783.1153,52823998,570051,538
102.44,206054,180860,59028,0.12,223395,144162,156280,31672019232,36527372942,163361.85,52904128,556320,497
100.63,201711,175543,61924,0.08,245097,166388,163977,15897547045,36762367264,165252.0656,53016535,597824,484
116.43,204332,173854,81965,0.09,246086,167251,164131,15781758963,37023946256,164235.7302,53145017,602429,478
109.44,207682,176424,66881,0.08,241999,158889,163461,15818617345,36552504498,166137.2784,53260475,606526,505
118.36,205218,174982,77156,0.08,202438,128889,141139,14021469358,34836369241,168323.7647,53411834,495551,489
131.56,170749,143480,69011,0.09,227784,149885,150586,14622664850,35278772565,169348.9776,53568032,543655,494
140.87,214510,185437,73089,0.1,252832,161392,175995,16608758417,36861433769,177137.159,53696267,615551,487
130.99,174792,149793,54304,0.11,227288,151206,146113,14765402060,37583083400,182556.3271,53748718,535001,454
132.61,233833,205725,63481,0.12,233172,160624,145711,24477635489,36661738118,189689.6534,53831016,560047,526
116.72,276238,244057,77332,0.07,238363,164942,146541,13530493595,35126659397,184499.9643,53920367,548411,486
139.73,251209,217961,112735,0.09,248362,164509,166825,14151079675,36116056243,181452.6836,54019749,572189,487
137.3,202145,175330,88244,0.08,242319,173014,146515,12984151825,35134737753,182108.4782,54124503,543746,492
141.33,194855,170527,60824,0.17,207808,140079,137623,15843483124,37035235634,183085.9828,54188552,460395,459
133.49,275515,248255,73562,0.08,226013,155403,141695,13844116120,35111827402,185526.8826,54276809,522040,480
142.66,154076,131417,63353,0.1,201242,135734,127592,14330651283,32962591808,174844.3888,54327948,448168,428
156.57,232928,199220,73115,0.09,240316,165887,150981,13518333631,35364525440,180873.7589,54388687,589959,515
149.44,223609,168858,96162,0.08,259752,183856,153289,12695511480,33987627591,181264.0069,54458244,596620,464
156.04,199775,170440,68163,0.1,228945,157214,148502,14197164275,33754357918,180399.7742,54525800,549398,459
156.23,189913,164448,69347,0.15,216107,146872,141315,24120227063,32335694087,185468.098,54595373,511189,456
158.61,172245,142219,74712,0.1,221028,150961,139149,13443565864,30112976964,187186.1718,54672252,487372,413
152.09,200445,171843,73724,0.09,249640,167336,160430,15727137336,31915860028,190298.3768,54744349,550964,476
151.1,189455,155503,79916,0.09,246656,172132,159019,13679045245,31137208059,184981.6534,54823492,553367,427
151.17,195368,165444,76070,0.08,248538,169040,162443,13525936033,31279267451,190211.5117,54897425,558847,468
127.96,190462,166100,70180,0.08,243553,164827,162471,15364969669,32195149893,186276.7852,54967991,582839,450
127.16,202007,171224,63566,0.08,235447,163141,148627,13631672273,33318084869,186790.9227,55053105,541838,429
125.83,148875,126972,65730,0.07,189309,122361,128672,12182668844,29702483987,181093.0092,55128379,452707,420
116.56,154020,125783,66101,0.06,198740,128361,139811,12299362181,29548320450,182569.7794,55207215,481347,413
129.74,157757,122703,57908,0.11,271125,195302,151241,19179700938,33474170588,184943.4647,55258635,577239,439
121.22,151502,125837,53465,0.09,245116,172573,147122,18403886289,31544999460,188708.0399,55314941,539896,415
123.12,139005,112445,61110,0.1,216883,144089,143390,20629866067,32162670591,179529.688,55385026,507687,390
123.72,170517,135252,65690,0.08,216437,145169,141741,13639170146,30901966019,177700.9741,55444772,517082,388
120.57,173144,138492,65648,0.08,217354,146986,146564,14390713391,31952137313,177754.3264,55507961,538899,353
124.85,174000,144684,56414,0.08,208201,138168,137895,12427478085,33878498386,184503.3671,55562840,539125,362
118.41,172802,142908,57890,0.07,196352,132806,131013,12387866392,33077247331,184550.3414,55626534,537705,365
116.72,212127,181234,57449,0.07,215040,143304,142811,13567626739,33763981311,178144.598,55679196,582751,324
119.12,278813,250891,55260,0.1,207146,136438,140787,18561474026,34637145295,180021.9752,55724989,605558,331
117.57,164943,132676,60622,0.08,215198,147626,142880,13308904468,31630703208,168483.6724,55785116,533819,297
117.7,178040,149488,58925,0.08,209817,145665,136004,14394162195,31679636794,175286.5866,55838500,520130,313
115.92,169512,131691,69792,0.07,213051,146123,142498,13857565780,30938949942,175620.0016,55898905,504903,289
116.33,159265,134376,63485,0.07,196601,123843,136592,12616710414,33241053039,170993.5618,55995951,464380,319
112.27,152721,115115,79854,0.06,201501,140118,140496,11788620538,31494607522,168650.5178,56062208,488814,306
106.36,165443,140512,58232,0.07,242450,162901,159521,15213901906,33400327582,155983.8223,56123743,568564,289
104.75,198171,171001,61588,0.06,219778,152733,142820,12439032644,32867605159,146880.6219,56180844,566026,323
109.04,159790,135797,57951,0.07,208898,139512,144660,13051979777,32975674787,145301.9116,56247615,555347,272
106.89,190176,167698,52832,0.08,208575,142724,140651,14209971121,35261654580,150028.8135,56294559,517057,326
107.03,182809,161415,49467,0.08,204710,137469,136113,13234562600,32761450415,143116.014,56348640,498856,287
111,144508,125789,47701,0.07,183802,116852,125229,12000569516,30168904532,143036.2313,56413792,450314,304
107.21,141225,125444,49801,0.06,169639,107546,115155,11637460620,28022576836,139150.9121,56473542,424378,248
106.9,169160,152066,53555,0.07,166444,101681,116723,12082194503,28109457360,141058.0782,56532748,416394,222
106.93,120622,98804,49831,0.07,168852,104858,115426,12593215644,27984580259,141593.6815,56597847,414815,275
104.5,117784,102919,47297,0.07,173441,104705,123242,12593166346,28696360299,139435.1741,56654699,429065,237
104.3,117578,102124,43481,0.07,169031,105025,117004,14057368181,29441176225,139449.921,56703723,428676,244
119.49,130813,111899,42177,0.08,186134,123866,122525,13310836398,30304669218,142467.7242,56747159,471952,267
119.46,100960,81088,42574,0.08,170698,107532,116914,12390959208,29701599787,141162.9802,56788042,417129,246
125.58,107996,94228,34760,0.09,157443,98713,107878,12847065310,26786193364,145132.8832,56820596,381151,181
120.76,118840,99447,41846,0.09,179265,117185,120302,13977805236,27611571189,142235.6399,56858176,429007,209
122.63,139289,117915,47055,0.09,184724,116886,128657,13012487105,28573833622,147544.2715,56909425,438111,207
122.31,183047,155036,50816,0.09,189676,123583,132790,13713241302,29584055361,142540.4061,56955462,491354,208
120.85,171978,141374,55243,0.1,189326,126718,128807,19148327564,29051955302,140337.5751,57002535,474782,221
122.02,177909,153715,54100,0.11,193086,128615,130435,14753437258,30180437810,139939.2522,57047908,468599,225
123.26,138799,113105,48923,0.1,183084,119855,124045,13510079150,29978364164,144000.9622,57096498,454309,233
134.28,127308,104311,47986,0.11,178009,117429,120731,13757940835,29860882794,140520.5263,57142661,447945,217
146.53,137794,111035,52262,0.14,225128,153474,149765,17094399315,31150438004,144791.9973,57195769,512455,271
144.4,157013,133180,50845,1.21,221282,144299,151262,373905995022,31990800940,154063.7497,57246905,533602,253
149.23,181572,159927,46705,0.13,204143,136466,136366,16098676684,31658564437,152931.5965,57293836,530268,261
146.36,206055,185600,46799,0.12,195510,127436,133799,15306757881,32160208363,152031.7369,57337904,544817,222
149.04,241018,214112,53429,0.12,200174,132887,136055,14913439608,31958692019,150079.7621,57384258,530839,218
159.48,189619,169832,42880,0.13,190617,127247,126042,14039107293,31537207542,159998.9286,57429694,476225,225
133.42,197631,177529,47148,0.11,203517,135170,137481,16251853700,31412524215,156160.2762,57473203,540201,227
139.02,194384,173672,46991,0.13,210843,131925,148973,17020990610,32472793305,154106.7468,57523001,573756,251
137.12,163621,138503,55777,0.13,210536,139462,141785,17415861033,32859962542,156426.1998,57578729,553925,257
135.94,172132,145619,54822,0.12,215537,147111,138705,16334617513,32657440136,156143.051,57634561,539516,254
136.29,246768,221286,55635,0.14,222464,138333,155358,18834674068,33081119561,157689.3983,57687678,541458,288
136.15,292228,258126,66691,0.1,226903,157482,136088,12974077284,39420363698,153097.6788,57752228,547622,502
133.81,191981,169776,66035,0.09,209048,141435,127345,12153807142,38528471339,153058.8872,57841685,526912,474
131.21,176607,154031,78791,0.09,195215,129596,120594,12061882513,36141033693,151531.1136,57953805,492382,479
126.43,274639,245483,85657,0.09,228703,150457,148883,12666122902,41736878876,150458.7982,58031395,620211,504
137.93,241541,213776,81534,0.1,227650,158625,144826,13496902482,39881457026,152786.6159,58107983,598085,510
138.49,208691,175783,83230,0.1,226990,157212,143718,14045984060,37720064716,151340.1074,58182999,578932,441
137.65,189539,162378,82091,0.1,226430,155132,143902,13740882181,37630699661,151877.0796,58263735,572685,452
134.42,191515,160297,76452,0.1,227294,153035,146450,13479470622,38737885031,153458.7686,58340883,562361,484
138.24,140170,116850,64256,0.09,225885,156996,136618,11957111022,38202661271,148650.1467,58426562,555854,440
136.36,115515,94953,62029,0.09,191094,124973,126826,12106103256,36152691073,152288.5413,58509129,484038,470
133.54,154689,131934,62182,0.09,207488,138448,137612,12484460496,38854223598,148706.84,58595988,536412,433
134.37,132177,105017,68048,0.08,228995,156167,145520,12238102548,38972844083,147963.0717,58699159,564306,444
132.93,216330,190898,65544,0.08,221923,150840,143480,11704565023,41098614057,146450.3292,58786243,573281,473
132.89,201423,172524,74271,0.07,229351,150913,150793,11052545157,40305717005,147584.477,58881600,573828,461
137.63,204637,178619,69366,0.08,215939,150049,141186,11016047852,39674989959,147372.303,58956615,553012,425
141.68,135622,110647,63245,0.08,194194,127366,134766,10383394399,37614470302,153072.7414,59048625,504183,477
139.74,116715,89286,57284,0.09,203611,132446,136047,14577386112,36580109837,150878.2844,59156945,494872,440
138.5,205875,178193,64854,0.62,230509,162048,149406,195879275790,42577612070,148627.3403,59227142,573940,451
139.46,279771,252342,71775,0.09,235541,169132,151043,13115885101,42575768618,144234.0276,59301847,635940,472
140.22,194677,162753,66724,0.09,231451,168414,160127,12179174942,42081771829,150209.6171,59379005,630313,480
135.61,161546,136892,59550,0.12,218233,153596,148418,13904796043,45894918369,148069.7725,59439939,618318,500
136.76,177707,148484,63565,0.1,221901,158476,150875,12584442788,43152039321,146786.862,59507304,628700,476
137.74,174142,150487,54174,0.09,205414,148541,133869,10993968628,39695293453,147430.1559,59575812,561778,516
136.21,134641,106250,67181,0.09,202948,144864,137104,11003609358,39231359540,147221.5813,59666053,549073,456
133.96,155955,129158,66426,0.09,256346,187066,159576,12549223821,41444947656,147020.8267,59751125,648670,462
134.29,161746,136305,71079,0.1,244908,179973,158353,13059718677,41958099117,142510.2071,59834457,629010,505
140.23,267255,231632,81528,0.11,232654,167735,160912,13596847307,42940357362,141617.4885,59914526,625948,489
138.39,184885,141845,87940,0.09,242150,171619,170272,12197114669,40811638961,141422.8001,60005373,634367,510
144.41,170876,135314,74084,0.11,236469,172285,163260,12576130900,45327181927,141987.9888,60082943,640352,479
143.29,233548,204137,70209,0.08,232552,164481,159219,10413550419,43858855701,136800.333,60151954,667967,513
142.4,278456,248876,63816,0.09,221983,158569,148080,10558447429,44736287837,137794.0603,60209897,646230,499
141.85,219624,175792,85862,0.1,280846,201017,188344,12552870066,44030984417,145052.8084,60283332,687574,505
164.93,188296,152563,78847,0.12,313817,235324,193547,13857811373,44877692527,143434.3513,60366469,758900,541
161.18,177734,145187,75018,0.14,294028,217768,199211,16783552076,45894954167,142099.9699,60441309,746605,527
158.07,217023,177781,78915,0.12,261752,192688,168489,13718910474,42149491093,146678.0654,60509246,673520,559
166.39,166243,136124,68729,0.11,253156,185488,155487,11844298751,38726714169,145454.2284,60587796,621924,473
166.28,122698,98516,56952,0.1,223399,159376,144717,10759382633,37417754638,146623.543,60684400,559039,421
175.57,122424,95069,63906,0.11,234639,168345,154367,11332764771,36566101424,145749.6505,60777534,572886,431
181.06,149142,122653,63124,0.12,264757,192401,181128,12537949552,42220874038,146577.5911,60860331,668000,496
176.3,174814,152338,59172,0.11,265719,196651,170770,12040035380,39688384813,147734.0918,60942957,656914,464
177.39,172954,148353,61314,0.14,251030,177955,174279,15258127612,43345835713,151042.7971,61038254,674070,493
165.24,189602,159097,66322,0.11,285567,216582,175978,12499489602,44470427909,150418.3563,61114976,729032,476
164.56,192147,172288,50995,0.1,298897,233426,156037,11673635693,40916157239,149367.7831,61182324,694793,448
164.53,143526,121598,58485,0.09,250838,186656,143586,10652876605,37391327889,152091.1421,61263047,614291,439
168.68,159750,140215,52638,0.1,206936,143346,139660,10388886423,37321591275,153896.4586,61343494,551055,469
160.3,148290,124850,62268,0.09,250824,176799,167591,10617255578,41931360165,154386.8729,61438786,622058,491
166.9,181636,158806,61473,0.1,248545,171578,171328,10784749556,45078468225,151780.8453,61519673,656461,505
167.02,189235,163377,68263,0.11,255422,178250,168502,11272692912,42254922636,148013.0854,61624778,681896,483
174.6,249493,220866,72039,0.11,259251,189068,163243,11933245058,43956683963,147588.2697,61735317,697650,471
174.13,221871,175101,93380,0.09,283516,207530,171200,11036616753,40298095179,150842.0119,61837821,693183,477
173.96,175081,128592,107827,0.07,334013,268390,154383,8988625935,38722063179,149431.5319,61939483,686824,521
170.3,189829,165030,98382,0.08,271588,202821,172137,9504825894,41490054924,150581.2768,62037442,631190,470
171.9,248876,218809,115277,0.09,285357,199284,196363,10745867154,41747056633,152211.0941,62159315,719306,473
170.66,237794,205422,108904,0.09,292291,217898,183166,11225045012,42439955078,150491.558,62283460,729268,562
166.05,237825,203062,110980,0.09,268331,198779,172817,12141527708,41123651051,147605.7983,62407771,668917,488
152.99,184111,146386,80071,0.07,254890,189268,170585,10528010066,39121900618,148047.3709,62500690,680812,446
156.45,191792,159563,80951,0.1,250912,180112,172613,12095560071,40518820309,148934.0643,62606070,661061,507
158.36,143067,112647,62698,0.07,216654,154787,140881,9632992552,34658137362,151569.4474,62685257,562687,438
158.05,206026,179697,62594,0.07,222821,156342,152289,9399212617,37227949798,150065.793,62761955,593482,489
156.69,205406,180470,66904,0.08,244532,170040,163728,10356343230,38573360303,152499.316,62840549,628989,462
164.39,252950,225069,75536,0.08,265663,193979,170643,10119622328,42019403750,154027.76,62915992,707771,488
161.42,206490,162658,94166,0.08,265155,196783,175465,9786414125,41038897810,153722.9371,63004268,703790,454
161.29,161785,138989,65680,0.2,226927,158976,159322,40480290586,45131761398,152292.7053,63083040,626308,453
168.24,213480,185247,74361,0.09,239884,173774,163632,10997063020,41255547454,149734.1014,63160696,670882,479
163.61,181398,158288,60534,0.08,220076,157037,150639,10092628539,38682539142,157316.5166,63234170,623395,456
163.94,184789,151607,71887,0.08,224749,166330,150252,9698121519,39705294286,156285.5768,63314285,637464,510
173.7,203178,174652,69620,0.1,247412,176380,173603,10589774139,45208594840,152371.8572,63393670,706135,505
168.59,195712,171514,63083,0.12,245550,174171,175008,12582212961,49103013450,155268.599,63472277,658146,501
171.42,181245,154241,69426,0.1,249532,177773,172819,10988087035,45504951018,153710.6,63549422,686996,534
170.86,243196,214597,73355,0.09,255100,189168,169991,10636414510,44872105890,154275.3123,63628457,718440,530
172.5,325432,289303,86930,0.1,265936,195147,181485,11387738585,45379669435,154745.8825,63729196,736762,505
192.44,239164,203373,81763,0.09,262147,196315,175449,10905004770,43750021377,155036.8502,63823244,742337,474
188.14,224400,194720,76011,0.1,252855,188596,168867,10835160355,42436007310,157778.9209,63905541,715827,477
195.83,277810,249963,88691,0.12,289871,212634,202501,13689484729,44218548709,155740.5065,64007066,758695,491
217.16,272036,241560,95172,0.14,320062,237811,219549,13338733306,47844313875,160908.952,64120144,830785,461
248.64,282337,250785,95461,0.19,336620,246244,242480,16275386400,48894301884,162979.116,64239853,847606,475
264.47,252876,221247,96229,0.26,362643,263577,254023,21005575115,48029862890,161412.0335,64360376,908208,533
244.84,229917,203701,92893,0.22,323447,233620,223154,18212850135,48547285772,170929.3098,64466030,810320,541
233.96,255344,229913,88047,0.18,288235,210610,194382,14709151796,48021098995,171711.2012,64565475,735420,458
260.9,266842,237816,102216,0.17,282300,206291,180748,14046405891,45914348177,168230.642,64668107,752431,485
252.1,262579,231720,89200,0.17,305207,222817,200037,15523993957,46419904661,165541.0784,64760016,860161,480
254.94,239392,202893,98602,0.15,328977,238840,218696,12949937514,46743327954,163076.6483,64879385,812799,503
243.46,292511,262674,93247,0.18,305248,220629,204617,16439389013,47046123182,164945.575,64974743,873384,505
245.6,291582,255863,98890,0.16,309980,224739,203102,14469157604,46998393744,162420.2795,65079860,846724,513
249.61,299169,262919,100548,0.16,318787,235089,205049,15059891209,46180187015,159701.1251,65189048,904057,483
251.49,284269,243007,107966,0.13,293269,217246,188962,12137206615,44798872647,162225.7339,65293262,839949,426
268.26,212448,171769,98546,0.13,287280,211793,178522,10795166754,42512386843,161032.7064,65384592,763094,477
271.83,328696,285097,118813,0.18,341835,256429,227812,14709981473,47388421901,165801.474,65492650,941733,479
271.45,298997,264146,109200,0.18,329066,239014,230778,15120065441,46676642604,161367.1711,65610775,910535,497
269.6,315899,280915,121763,0.19,330314,244926,236069,16609583268,49364278740,171496.9579,65733367,947509,457
254.45,301969,266362,94694,0.2,332460,243970,221801,17362707848,46363763067,168020.9482,65834013,891907,468
267.42,349076,316105,107095,0.19,356404,265127,227931,15875042148,47333735726,169060.8842,65971460,870676,477
264.71,379121,320344,147168,0.17,453438,335814,246666,13503119540,47362841756,169032.1384,66167352,956751,546
269.31,325572,265893,103829,0.13,410509,258429,272013,10838097166,44724085449,170485.9048,66352088,890894,460
249.61,318971,283033,90401,0.15,366278,237843,254113,13640935323,46339809679,163195.0397,66504265,889067,511
241.1,329861,292182,90540,0.15,327772,245237,204699,14336552294,46829722033,164488.7217,66609528,891955,458
246.16,308266,270707,90073,0.16,296171,220957,187170,14726678555,45891214202,162120.4283,66699368,799392,524
249.43,329944,272043,134326,0.15,368214,285798,190656,12778204456,47440519793,168419.0153,66816264,824817,475
249.54,267307,232791,77616,0.15,270675,195934,172980,13551596264,44725474230,167649.4198,66913083,758454,490
244.4,289976,243073,90890,0.18,251606,186530,155042,17865004622,46050070622,163030.2239,66984583,992653,485
231.43,224044,178165,102940,0.11,307050,239642,160455,11772205947,44396234970,159778.6588,67079195,715741,449
247.96,319615,288727,83579,0.2,291296,219017,173843,18767554680,46980076087,163745.7268,67152389,963694,519
245.16,353379,303246,100632,0.16,357716,285275,175674,15302451335,47375191771,161584.9525,67229108,930038,464
263.05,228285,183180,97711,0.12,450835,379140,175850,10704744804,46666159224,161245.1261,67314025,860682,492
255.09,223358,153283,118920,0.13,326375,251005,196774,12498549026,46509414778,158745.7391,67410532,749758,443
263.76,259631,215870,94724,0.16,317465,241199,193791,14507586823,46682769815,159829.0172,67496606,825364,478
269.22,331048,254723,126650,0.19,310865,232835,228024,16655327552,46366210294,160137.3641,67579551,938952,514
268.53,208085,121239,129271,0.12,418534,343882,223747,11744583227,44496676798,160811.7646,67666060,888979,492
273.92,315970,284315,100756,0.21,296447,219556,192571,18033291141,46712422394,161713.7849,67774465,944094,522
264.51,279495,233759,118381,0.15,317144,232195,201866,14140107747,46829908104,160000.6762,67909918,850016,444
269.01,297888,248625,96530,0.17,308763,225050,196256,15149051110,47122430639,163011.8685,68002791,886054,464
272.21,325558,286768,96812,0.21,287217,207850,189142,19171082160,47206516738,162069.9412,68092114,985024,500
296.03,232672,184680,113167,0.16,341967,263751,201663,13132476474,43173945070,159418.4325,68204563,777627,480
309.41,192486,148840,97937,0.16,328400,252761,202478,13079405563,42055164362,159827.2427,68314866,758133,464
307.37,255021,215090,93784,0.16,302063,231486,179403,12904678821,41291651320,162318.9054,68410126,773499,514
311.22,259522,207037,103318,0.18,323384,242331,208238,14343913979,43949440958,166178.5326,68528926,809637,483
316.53,341582,301428,91299,0.24,323790,242531,204237,18442820009,46413301200,167034.8124,68626722,932194,476
333.76,198248,157846,93930,0.28,358138,277627,228343,18226501386,48242921157,174451.6268,68736396,848601,493
294.07,204030,166302,90744,0.28,324132,240819,219908,20536617245,48078566713,172580.466,68848352,814118,492
309.37,354761,318861,86288,0.23,299852,219619,201524,17836887762,47245159451,169995.0119,68939896,1004170,507
317.32,214435,168718,98819,0.21,281218,212647,185798,14969393891,39003892119,174666.3416,69032634,733337,458
290.15,274184,241763,81150,0.2,258711,187553,173575,16147637271,38256789901,174456.9459,69103250,685958,465
294.17,342689,306411,91220,0.24,293928,212787,192178,19512205713,45307646635,172460.4335,69181168,951985,450
291.61,425666,392158,99746,0.19,352011,276388,184306,15735865298,45784618464,175169.9131,69267222,895054,488
302.17,321964,265578,120685,0.17,325321,252567,189650,13480141945,44953815609,169411.2432,69373233,753227,452
283.1,278266,201818,140182,0.14,318175,243525,180283,12364123019,41952762977,168938.6016,69471574,747514,481
287.9,355700,309751,98767,0.18,291322,223727,162530,14987264501,42715588995,169048.8549,69549941,849080,458
287.98,339342,299552,113902,0.18,269958,204291,150193,14142027457,42335203891,174383.7818,69641677,754040,490
306.43,209778,177461,110906,0.15,245114,176693,151163,11147195619,38243194614,171995.4145,69746648,582067,429
313.34,324484,287754,106115,0.21,298845,223436,175956,15397601493,43061046372,170731.7849,69835209,809796,489
307.89,225068,182982,107766,0.18,319067,243354,185645,13383300658,43445070569,174574.869,69925673,771955,454
288.64,200844,158179,104589,0.15,303260,224482,181501,12326418288,41370585703,175227.6061,70020052,736096,490
268.56,328779,292175,86656,0.2,282704,204716,176719,17687551350,46059938470,179304.7615,70096363,975288,490
275.41,231674,172255,117590,0.16,301034,226778,176204,13888489542,42144057433,179359.1291,70198681,726392,490
268.94,170384,134769,80605,0.14,241032,175470,144131,11680585984,35740368392,178738.4731,70284584,587283,463
226.16,199345,163090,81584,0.15,252370,182150,159933,14577611095,39643225171,182054.5074,70365432,613490,435
228.14,217631,186537,101521,0.15,301200,223614,183300,14426857237,44732959212,180056.646,70472575,743294,480
198.71,278675,248426,68493,0.2,241843,167836,166323,22122486062,46872912292,174846.4557,70535614,1003278,550
211.29,316590,283238,86110,0.19,286567,212531,182535,19083353124,45839158146,179646.5336,70611841,830029,529
226.09,223564,192188,83606,0.13,273646,202375,166640,13195635523,42200475154,179801.3623,70697578,667874,444
221.28,361685,329310,82526,0.16,270643,208435,155476,17348942255,42503784373,173673.0553,70765648,815548,455
228.71,228868,193021,95095,0.11,239642,175025,147569,11840097601,37385012405,177854.7534,70860463,584085,418
225.4,209748,182135,102202,0.12,217168,158932,133315,12479706324,34552918086,173257.495,70958029,522416,400
217.22,239629,209719,103721,0.11,278790,185911,181629,12142840638,37882509038,172778.6891,71055412,640666,420
212.21,224803,187500,110015,0.12,241417,175660,158326,13450918814,37709699473,175478.344,71155345,606795,421
216.66,308420,267875,89475,0.18,228786,163977,150687,18814448444,44545540143,176912.3762,71231625,907213,471
219.41,344638,309563,99253,0.17,233019,171650,147804,17932204080,46406253490,175360.1291,71308449,949864,501
219.23,267362,216870,113343,0.12,258260,193853,157649,12838413297,42026126081,174397.9111,71409635,640260,457
219.85,199760,163785,85771,0.13,244359,183581,157309,11947823376,41331053427,179382.5403,71499965,577697,429
211.15,239444,210656,93776,0.1,241052,175714,154914,10847884346,41079658842,176411.9848,71605072,572697,385
211.52,210444,174356,94604,0.11,266938,194275,164317,12397806559,41064971548,175646.1396,71697460,676990,430
209.82,219098,172561,100308,0.11,302784,231895,171665,12981815912,42665278458,180307.3545,71782400,715782,435
218.7,283432,244318,94768,0.13,261034,192339,166916,13135247596,44134304019,174941.351,71870226,684284,421
217.51,343057,311176,77544,0.18,247715,176407,166912,18322408906,45737780746,173228.7337,71939514,877643,502
217.7,362419,315005,98376,0.14,269576,202374,164871,14823555455,43475084335,176081.4457,72018704,768312,447
217.73,287862,260509,72822,0.16,226728,162010,149165,17617275530,42613281734,178405.7882,72096877,783492,437
222.7,241675,195009,107986,0.1,239596,175035,143678,10409458393,39792864287,180738.4185,72192797,569134,429
233.19,247206,208806,97728,0.12,302804,230537,182972,12210509054,43510175696,183235.7199,72278751,718438,449
228.7,232418,193101,94113,0.12,314606,240780,196931,12165349434,46802710127,182823.2826,72386075,732052,416
225.99,282768,247243,93451,0.11,281041,209321,179840,11738350907,45632237357,184308.3472,72476636,742477,429
221.18,354227,309684,104597,0.12,275946,213040,164406,12955325988,44510800538,182923.0343,72553375,692736,447
210.47,273588,232179,102235,0.12,290546,221345,174698,13282666611,43062666206,181114.8757,72636554,721762,414
206.26,205285,153601,106119,0.11,272786,206305,159282,12206554100,40025574152,186207.4469,72724567,630929,437
216.39,182066,139515,94199,0.11,241555,181987,152900,11603713466,38876611860,181715.4689,72817777,582507,407
211.28,246961,190653,119396,0.11,300812,241695,171273,12880972727,42552930746,184513.6914,72922334,712949,418
208.62,240414,188163,116472,0.13,287455,210751,186453,18843208007,40869092248,183968.935,73025058,698671,419
186.49,222425,171694,115981,0.11,286631,220037,182422,12123884054,45760235706,182841.3072,73108904,736647,447
188.24,206667,175799,93754,0.14,263277,194684,174651,14148150754,45183685444,182862.8915,73189676,689076,407
185.41,252526,217539,98344,0.1,296649,219878,177870,12115168092,43127230037,182737.0873,73270243,718875,457
185.69,227829,199126,87508,0.08,255735,179065,164326,10569108357,40334874395,186578.2674,73352533,641106,402
194.77,204515,172635,85772,0.09,243308,179628,149968,11034378823,39565500580,179556.5396,73432552,627260,404
202.43,237699,207578,107087,0.13,274854,210291,170635,13799990972,45653690351,179945.771,73504450,724461,441
196.55,244915,205111,115885,0.13,287930,218875,182397,13732033156,46539627909,178785.0863,73584923,733520,448
187.32,261165,225851,115106,0.14,293226,219927,190462,16137663683,47078815215,177566.9045,73673279,731500,435
190.74,242704,212225,114720,0.13,283282,212934,175115,14728994674,45865344353,171272.3935,73745380,737144,388
194.64,246860,197116,136230,0.12,293564,226519,173821,13885136910,46225861903,177598.6117,73819745,733282,467
191.08,224556,180522,119625,0.11,268405,205294,157878,12922493779,43261048592,173067.8396,73898038,684235,391
186.58,222452,186983,118591,0.14,259689,196810,151747,13825531935,47256914426,174801.3614,73975735,677260,403
188.46,242464,193746,131425,0.16,287659,222499,170852,17091718069,47714174146,177089.2406,74044657,750845,448
